model,seed,train_loss,val_loss,train_time_sec,gpu_memory_gb,rouge1,rouge2,rougeL,bleu,inference_ms
TinyLlama-1.1B,42,2.1184530605872474,2.0801382064819336,117.50400996208191,1.8881263732910156,0.11380138712514595,0.010285492496118683,0.06527351036597667,0.08973617896954382,13375.503718852997
TinyLlama-1.1B,123,2.1178072839975357,2.0688157081604004,118.8739562034607,1.895470142364502,0.12828346450267167,0.007561476862987314,0.07785724652589049,0.07233073074497516,13921.93192243576
TinyLlama-1.1B,2026,2.1218115439017615,2.078617811203003,116.70486521720886,1.900773525238037,0.09336108276165994,0.006297431719761609,0.06116297797705782,0.011792461019950108,8893.830835819244
